canonical_intent_id,canonical_name,publication_risk,required_data_fields,observed_evidence,data_readiness,blocking_field,remediation,auto_decision_reason,created_at,generator,source_version
OB-CAN-0044,Post-surf smoothie / brunch spot near the break,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0045,See major Bali waterfalls in a single day trip,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0046,Understand temple dress code before visit,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0047,Watch Kecak fire dance at Uluwatu Temple,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0048,Take an authentic Balinese cooking class,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0049,Do a day trip to Nusa Penida from mainland,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0050,Go snorkelling / diving in Amed or Nusa Lembongan,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0051,Do a one-day Ubud loop (rice terrace + waterfall + temple),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0052,Pick luxury honeymoon villa with private pool,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0053,Book Locavore NXT / Apéritif tasting-menu experience,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0054,Travel Bali on a tight daily budget,OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0055,Find warungs where locals actually eat (cheap authentic),OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0056,Find vegan restaurants in Ubud,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0057,Find açaí / smoothie bowls in Bali,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0058,Find gluten-free / celiac-safe restaurants,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0059,Find halal restaurants for Muslim travellers,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0060,Find wheelchair-accessible places in Bali (limited),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0061,"Travel with elderly parents in Sanur (walkable, flat)",LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0062,Get around Bali without renting a scooter,OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0063,Understand where Grab/Gojek can and can't pick up (Ubud),OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0064,Hire a private driver for a full-day tour,OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0065,Bring a dog / find pet-friendly cafes,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0066,Understand safety as a solo female / at ATMs,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0067,Withdraw cash safely (avoid ATM skimming),SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0068,Find medical clinic / hospital in emergency,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0069,Book a restaurant tonight last-minute,OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0070,Find something to do right now (no plan),OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0071,Choose which town to explore first upon landing,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0072,Fit an activity into a 3-hour time window,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0073,Plan an efficient 7-day first-time Bali itinerary,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0074,Find offbeat / non-touristy places as a returning visitor,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0075,Do something in Bali as a pregnant traveller,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0076,Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0077,Protect skin from intense tropical sun (15-minute burn),MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0078,Understand and avoid rip currents at Bali beaches,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0079,Decide whether to rent a motorbike or use apps,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0080,Recover from motorbike accident injuries,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0081,Prevent jewelry theft while on Gojek/Grab bike,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0082,Avoid bank card being blocked during travel,OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0083,Handle monkey bite and get rabies treatment,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0084,Understand Indonesia drug laws and penalties,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0085,Identify fake taxi meters and scams,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0086,Recover from tropical hangover,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0087,Manage luggage across multiple locations,OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
