source_record_id,external_name,normalized_record_type,risk_class,internal_key,internal_type,internal_source,match_basis,reconciliation_status,auto_decision_reason,created_at,generator,source_version
OB-INT-0082,"Travel with elderly parents in Sanur (walkable, flat)",CANONICAL_USER_JOB,LOW,district-intent-spoke,EDITORIAL_PROJECTION,app/bali/[district]/[intent]/page.tsx,alias:sanur,MATCHED,"matched internal 'district-intent-spoke' via alias ""sanur""",2026-07-29T18:35:16.407Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0083,Get around Bali without renting a scooter,SUPPORTING_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.407Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0084,Understand where Grab/Gojek can and can't pick up (Ubud),SUPPORTING_JOB,OPERATIONAL,district-intent-spoke,EDITORIAL_PROJECTION,app/bali/[district]/[intent]/page.tsx,alias:ubud,MATCHED,"matched internal 'district-intent-spoke' via alias ""ubud""",2026-07-29T18:35:16.407Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0085,Hire a private driver for a full-day tour,SUPPORTING_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.407Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0086,Bring a dog / find pet-friendly cafes,CANONICAL_USER_JOB,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0087,Understand safety as a solo female / at ATMs,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0088,Withdraw cash safely (avoid ATM skimming),HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0089,Find medical clinic / hospital in emergency,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0090,Book a restaurant tonight last-minute,CANONICAL_USER_JOB,OPERATIONAL,today,DAY_SCENARIO,lib/trip-missions.ts + /my-day,alias:last-minute,PARTIAL,"matched internal 'today' via alias ""last-minute""; 1 weaker candidate(s): after-dark",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0091,Find something to do right now (no plan),CANONICAL_USER_JOB,OPERATIONAL,today,DAY_SCENARIO,lib/trip-missions.ts + /my-day,alias:right now,MATCHED,"matched internal 'today' via alias ""right now""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0092,Choose which town to explore first upon landing,CANONICAL_USER_JOB,LOW,place-discovery,USER_JOB,lib/collections.ts + /places,alias:explore,PARTIAL,"matched internal 'place-discovery' via alias ""explore""; 1 weaker candidate(s): just-landed",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0093,Have rainy-hour backup activity within 15 min,CHILD_SCENARIO,LOW,rainy-day,DAY_SCENARIO,lib/trip-missions.ts,alias:rainy,MATCHED,"matched internal 'rainy-day' via alias ""rainy""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0094,Fit an activity into a 3-hour time window,CANONICAL_USER_JOB,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0095,Plan an efficient 7-day first-time Bali itinerary,CANONICAL_USER_JOB,LOW,first-time,TRIP_MISSION,lib/trip-missions.ts,alias:first-time,MATCHED,"matched internal 'first-time' via alias ""first-time""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0096,Find offbeat / non-touristy places as a returning visitor,CANONICAL_USER_JOB,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0097,Do something in Bali as a pregnant traveller,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0098,Choose activity for kids on a rainy afternoon,CHILD_SCENARIO,LOW,rainy-day,DAY_SCENARIO,lib/trip-missions.ts,alias:rainy,MATCHED,"matched internal 'rainy-day' via alias ""rainy""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0099,Find a private / secluded villa dining set-up for anniversary,CHILD_SCENARIO,LOW,special-occasion,OCCASION,lib/intents.ts (special_occasion),alias:anniversary,MATCHED,"matched internal 'special-occasion' via alias ""anniversary""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0100,Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak),CANONICAL_USER_JOB,LOW,area-base-fit,USER_JOB,docs/seo/os/intent-registry.json,alias:area to stay,PARTIAL,"matched internal 'area-base-fit' via alias ""area to stay""; 2 weaker candidate(s): first-time, district-intent-spoke",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0101,Protect skin from intense tropical sun (15-minute burn),HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0102,Understand and avoid rip currents at Bali beaches,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0103,Decide whether to rent a motorbike or use apps,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0104,Recover from motorbike accident injuries,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0105,Prevent jewelry theft while on Gojek/Grab bike,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0106,Avoid bank card being blocked during travel,SUPPORTING_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0107,Prevent ATM card skimming at Bali ATMs,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0108,Handle monkey bite and get rabies treatment,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0109,Understand Indonesia drug laws and penalties,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0110,Identify fake taxi meters and scams,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0111,Recover from tropical hangover,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0112,Manage luggage across multiple locations,SUPPORTING_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0113,Find local laundry services (not hotel),SUPPORTING_JOB,OPERATIONAL,cheap-and-brilliant,DERIVED_COLLECTION,lib/collections.ts,alias:budget,PARTIAL,"matched internal 'cheap-and-brilliant' via alias ""budget""; 1 weaker candidate(s): where-to-stay",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0114,Get Visa on Arrival (VoA) vs online eVisa,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0115,Register phone with Indonesian customs,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0116,Avoid tap water and use bottled water safely,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0117,Avoid raw vegetables and salads (food safety),HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0118,Bargain at local markets (not tourist prices),CANONICAL_USER_JOB,OPERATIONAL,night-out,TRIP_MISSION,lib/trip-missions.ts,alias:bar,MATCHED,"matched internal 'night-out' via alias ""bar""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0119,Find correct prices for Bali souvenirs,CANONICAL_USER_JOB,OPERATIONAL,cheap-and-brilliant,DERIVED_COLLECTION,lib/collections.ts,alias:budget,MATCHED,"matched internal 'cheap-and-brilliant' via alias ""budget""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0120,Buy sunscreen locally (expensive) vs bring from home,SUPPORTING_JOB,OPERATIONAL,cheap-and-brilliant,DERIVED_COLLECTION,lib/collections.ts,alias:budget,MATCHED,"matched internal 'cheap-and-brilliant' via alias ""budget""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0121,Plan loosely and go with the flow,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0122,Manage first impression of Canggu (touristy),EDITORIAL_TOPIC,LOW,district-intent-spoke,EDITORIAL_PROJECTION,app/bali/[district]/[intent]/page.tsx,alias:canggu,MATCHED,"matched internal 'district-intent-spoke' via alias ""canggu""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0123,Use Bluebird taxi (safest option),ENTITY_QUERY,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0124,Choose between Grab and Gojek apps,CANONICAL_USER_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0125,Hire private driver for full-day tours,SUPPORTING_JOB,OPERATIONAL,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0126,Understand Gojek bike safety (no helmet for passenger),HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0127,Respect Balinese religious customs,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0128,"Say no politely to street vendors (""tidak mau"")",EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0129,Avoid close-up photos of people without permission,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0130,"Understand temple dress code (sarongs, cover-up)",EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0131,Photograph during temple ceremonies respectfully,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0132,Find underrated photography spots (not Instagram),CANONICAL_USER_JOB,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0133,Photograph Trunyan Village,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0134,Visit abandoned Taman Festival theme park,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0135,Drive to Amed for fishing boat photography,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0136,Photograph Ayung River gorges,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0137,Visit Sideman for rice terraces (harvest season),ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0138,Photograph Lempuyang Temple (Gate of Heaven) drive,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0139,Photograph Melasti Beach,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0140,Photograph moon above airport runway (4-5 AM),CANONICAL_USER_JOB,LOW,just-landed,DERIVED_COLLECTION,lib/collections.ts,alias:airport,MATCHED,"matched internal 'just-landed' via alias ""airport""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0141,Visit Botanical Gardens near Bedugal,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0142,Photograph Dutch colonial buildings in Denpasar,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0143,Shop at Pasar Badung night market (local prices),ENTITY_QUERY,OPERATIONAL,after-dark,TIME_MODIFIER,lib/catalogue-moments.ts,alias:night,MATCHED,"matched internal 'after-dark' via alias ""night""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0144,Find night market for crafts (not food),CANONICAL_USER_JOB,LOW,after-dark,TIME_MODIFIER,lib/catalogue-moments.ts,alias:night,MATCHED,"matched internal 'after-dark' via alias ""night""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0145,Shop at Artedesana in Sanur for local crafts,ENTITY_QUERY,LOW,district-intent-spoke,EDITORIAL_PROJECTION,app/bali/[district]/[intent]/page.tsx,alias:sanur,MATCHED,"matched internal 'district-intent-spoke' via alias ""sanur""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0146,Find craft shops in Ubud (wholesale prices),CANONICAL_USER_JOB,OPERATIONAL,cheap-and-brilliant,DERIVED_COLLECTION,lib/collections.ts,alias:budget,PARTIAL,"matched internal 'cheap-and-brilliant' via alias ""budget""; 1 weaker candidate(s): district-intent-spoke",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0147,Visit Kuta Art Market,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0148,Shop at Monkey Forest Road for antiques,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0149,Shop at Celuk Village for gold/silver jewelry,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0150,Attend authentic Barong ceremony (non-touristy),EDITORIAL_TOPIC,LOW,night-out,TRIP_MISSION,lib/trip-missions.ts,alias:bar,MATCHED,"matched internal 'night-out' via alias ""bar""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0151,Witness temple ceremonies during Odalan,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0152,Attend Purnama (full moon ceremony),EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0153,Participate in water temple cleansing ritual,CANONICAL_USER_JOB,LOW,wellness-spa,DERIVED_COLLECTION,lib/collections.ts,alias:wellness,MATCHED,"matched internal 'wellness-spa' via alias ""wellness""",2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0154,Understand women's restrictions during menstruation,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.408Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0155,Book Airbnb vs hotel (risks and benefits),CANONICAL_USER_JOB,LOW,where-to-stay,USER_JOB,docs/seo/os/intent-registry.json (sanur-where-to-stay),alias:accommodation,MATCHED,"matched internal 'where-to-stay' via alias ""accommodation""",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0156,Avoid Airbnb double-booking and fake listings,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0157,Spot fake villa listings on Booking/Google,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0158,Rent villa through Facebook groups safely,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0159,Verify villa rental legitimacy before payment,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0160,Deal with villa scams and third-party theft,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0161,Find long-term villa rental (3-6 months),CANONICAL_USER_JOB,LOW,where-to-stay,USER_JOB,docs/seo/os/intent-registry.json (sanur-where-to-stay),alias:accommodation,PARTIAL,"matched internal 'where-to-stay' via alias ""accommodation""; 1 weaker candidate(s): slow-living",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0162,Understand noise complaints from neighbors,EDITORIAL_TOPIC,LOW,where-to-stay,USER_JOB,docs/seo/os/intent-registry.json (sanur-where-to-stay),alias:accommodation,MATCHED,"matched internal 'where-to-stay' via alias ""accommodation""",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0163,Book yoga and meditation retreat in Bali,CANONICAL_USER_JOB,LOW,wellness-spa,DERIVED_COLLECTION,lib/collections.ts,alias:wellness,PARTIAL,"matched internal 'wellness-spa' via alias ""wellness""; 1 weaker candidate(s): retreat",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0164,"Choose between Balitrees, Bali Garden, Blooming Lotus",ENTITY_QUERY,LOW,wellness-spa,DERIVED_COLLECTION,lib/collections.ts,alias:wellness,PARTIAL,"matched internal 'wellness-spa' via alias ""wellness""; 1 weaker candidate(s): retreat",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0165,Evaluate healing retreat legitimacy,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0166,Find authentic vs touristy yoga retreat,CHILD_SCENARIO,LOW,wellness-spa,DERIVED_COLLECTION,lib/collections.ts,alias:wellness,PARTIAL,"matched internal 'wellness-spa' via alias ""wellness""; 1 weaker candidate(s): retreat",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0167,Combine yoga retreat with diving trip,CANONICAL_USER_JOB,LOW,retreat,TRIP_MISSION,lib/trip-missions.ts,alias:retreat,MATCHED,"matched internal 'retreat' via alias ""retreat""",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0168,Book meditation retreat during low season,CHILD_SCENARIO,OPERATIONAL,wellness-spa,DERIVED_COLLECTION,lib/collections.ts,alias:wellness,PARTIAL,"matched internal 'wellness-spa' via alias ""wellness""; 2 weaker candidate(s): retreat, cheap-and-brilliant",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0169,Understand Gojek bike helmet safety concerns,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0170,Protect belongings from snatching on Gojek,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0171,Decide on helmet use for Gojek passengers,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0172,Understand traffic fatality rates in Bali,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
