source_record_id,original_name,original_domain,original_status,original_confidence,source_document,source_line,raw_notes,parse_status,parse_error,created_at,generator,source_version
OB-INT-0001,Find where to go on arrival day when jet-lagged,Arrival and first day,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,13,| OB-INT-0001 | Find where to go on arrival day when jet-lagged | Arrival and first day | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.301Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0066,Watch Kecak fire dance at Uluwatu Temple,Temples and culture,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,78,| OB-INT-0066 | Watch Kecak fire dance at Uluwatu Temple | Temples and culture | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0067,Take an authentic Balinese cooking class,Temples and culture,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,79,| OB-INT-0067 | Take an authentic Balinese cooking class | Temples and culture | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0068,Do a day trip to Nusa Penida from mainland,Day trips,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,80,| OB-INT-0068 | Do a day trip to Nusa Penida from mainland | Day trips | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0069,Go snorkelling / diving in Amed or Nusa Lembongan,Day trips,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,81,| OB-INT-0069 | Go snorkelling / diving in Amed or Nusa Lembongan | Day trips | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0070,Do a one-day Ubud loop (rice terrace + waterfall + temple),Day trips,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,82,| OB-INT-0070 | Do a one-day Ubud loop (rice terrace + waterfall + temple) | Day trips | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0071,Pick luxury honeymoon villa with private pool,Luxury,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,83,| OB-INT-0071 | Pick luxury honeymoon villa with private pool | Luxury | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0072,Book Locavore NXT / Apéritif tasting-menu experience,Luxury,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,84,| OB-INT-0072 | Book Locavore NXT / Apéritif tasting-menu experience | Luxury | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0073,Travel Bali on a tight daily budget,Budget travel,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,85,| OB-INT-0073 | Travel Bali on a tight daily budget | Budget travel | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0074,Find warungs where locals actually eat (cheap authentic),Budget travel,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,86,| OB-INT-0074 | Find warungs where locals actually eat (cheap authentic) | Budget travel | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0075,Find vegan restaurants in Ubud,Vegan and vegetarian,EVIDENCE_STRONG,95,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,87,| OB-INT-0075 | Find vegan restaurants in Ubud | Vegan and vegetarian | EVIDENCE_STRONG | 95 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0076,Find vegetarian options at local warungs,Vegan and vegetarian,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,88,| OB-INT-0076 | Find vegetarian options at local warungs | Vegan and vegetarian | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0077,"Find vegan / vegetarian spots outside Ubud (Canggu, Uluwatu, Seminyak)",Vegan and vegetarian,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,89,"| OB-INT-0077 | Find vegan / vegetarian spots outside Ubud (Canggu, Uluwatu, Seminyak) | Vegan and vegetarian | EVIDENCE_STRONG | 82 |",OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0078,Find açaí / smoothie bowls in Bali,Healthy food,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,90,| OB-INT-0078 | Find açaí / smoothie bowls in Bali | Healthy food | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0079,Find gluten-free / celiac-safe restaurants,Dietary restrictions,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,91,| OB-INT-0079 | Find gluten-free / celiac-safe restaurants | Dietary restrictions | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0080,Find halal restaurants for Muslim travellers,Dietary restrictions,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,92,| OB-INT-0080 | Find halal restaurants for Muslim travellers | Dietary restrictions | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0081,Find wheelchair-accessible places in Bali (limited),Accessibility,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,93,| OB-INT-0081 | Find wheelchair-accessible places in Bali (limited) | Accessibility | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0082,"Travel with elderly parents in Sanur (walkable, flat)",Accessibility,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,94,"| OB-INT-0082 | Travel with elderly parents in Sanur (walkable, flat) | Accessibility | EVIDENCE_STRONG | 90 |",OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0083,Get around Bali without renting a scooter,Transport and no-scooter,EVIDENCE_STRONG,95,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,95,| OB-INT-0083 | Get around Bali without renting a scooter | Transport and no-scooter | EVIDENCE_STRONG | 95 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0084,Understand where Grab/Gojek can and can't pick up (Ubud),Transport and no-scooter,EVIDENCE_STRONG,85,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,96,| OB-INT-0084 | Understand where Grab/Gojek can and can't pick up (Ubud) | Transport and no-scooter | EVIDENCE_STRONG | 85 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0085,Hire a private driver for a full-day tour,Transport and no-scooter,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,97,| OB-INT-0085 | Hire a private driver for a full-day tour | Transport and no-scooter | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0086,Bring a dog / find pet-friendly cafes,Pet-friendly,EVIDENCE_STRONG,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,98,| OB-INT-0086 | Bring a dog / find pet-friendly cafes | Pet-friendly | EVIDENCE_STRONG | 78 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0087,Understand safety as a solo female / at ATMs,Safety,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,99,| OB-INT-0087 | Understand safety as a solo female / at ATMs | Safety | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0088,Withdraw cash safely (avoid ATM skimming),Safety,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,100,| OB-INT-0088 | Withdraw cash safely (avoid ATM skimming) | Safety | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0089,Find medical clinic / hospital in emergency,Safety,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,101,| OB-INT-0089 | Find medical clinic / hospital in emergency | Safety | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0090,Book a restaurant tonight last-minute,Last-minute decisions,EVIDENCE_MODERATE,72,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,102,| OB-INT-0090 | Book a restaurant tonight last-minute | Last-minute decisions | EVIDENCE_MODERATE | 72 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0091,Find something to do right now (no plan),Last-minute decisions,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,103,| OB-INT-0091 | Find something to do right now (no plan) | Last-minute decisions | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0092,Choose which town to explore first upon landing,Near-airport / arrival,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,104,| OB-INT-0092 | Choose which town to explore first upon landing | Near-airport / arrival | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0093,Have rainy-hour backup activity within 15 min,Rain backup,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,105,| OB-INT-0093 | Have rainy-hour backup activity within 15 min | Rain backup | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0094,Fit an activity into a 3-hour time window,Short time windows,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,106,| OB-INT-0094 | Fit an activity into a 3-hour time window | Short time windows | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0095,Plan an efficient 7-day first-time Bali itinerary,First-time visitors,EVIDENCE_STRONG,94,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,107,| OB-INT-0095 | Plan an efficient 7-day first-time Bali itinerary | First-time visitors | EVIDENCE_STRONG | 94 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0096,Find offbeat / non-touristy places as a returning visitor,Returning visitors,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,108,| OB-INT-0096 | Find offbeat / non-touristy places as a returning visitor | Returning visitors | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0097,Do something in Bali as a pregnant traveller,Wellness / special condition,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,109,| OB-INT-0097 | Do something in Bali as a pregnant traveller | Wellness / special condition | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0098,Choose activity for kids on a rainy afternoon,Rainy day + families,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,110,| OB-INT-0098 | Choose activity for kids on a rainy afternoon | Rainy day + families | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0099,Find a private / secluded villa dining set-up for anniversary,Proposals and anniversaries,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,111,| OB-INT-0099 | Find a private / secluded villa dining set-up for anniversary | Proposals and anniversaries | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0100,Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak),First-time visitors,EVIDENCE_STRONG,94,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,112,| OB-INT-0100 | Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak) | First-time visitors | EVIDENCE_STRONG | 94 |,OK,,2026-07-29T18:04:40.302Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0101,Protect skin from intense tropical sun (15-minute burn),Health & Safety,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,14,| OB-INT-0101 | Protect skin from intense tropical sun (15-minute burn) | Health & Safety | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0102,Understand and avoid rip currents at Bali beaches,Health & Safety,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,15,| OB-INT-0102 | Understand and avoid rip currents at Bali beaches | Health & Safety | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0103,Decide whether to rent a motorbike or use apps,Transport & Safety,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,16,| OB-INT-0103 | Decide whether to rent a motorbike or use apps | Transport & Safety | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0104,Recover from motorbike accident injuries,Health & Safety,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,17,| OB-INT-0104 | Recover from motorbike accident injuries | Health & Safety | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0105,Prevent jewelry theft while on Gojek/Grab bike,Safety,EVIDENCE_STRONG,85,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,18,| OB-INT-0105 | Prevent jewelry theft while on Gojek/Grab bike | Safety | EVIDENCE_STRONG | 85 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0106,Avoid bank card being blocked during travel,Finance & Logistics,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,19,| OB-INT-0106 | Avoid bank card being blocked during travel | Finance & Logistics | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0107,Prevent ATM card skimming at Bali ATMs,Finance & Safety,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,20,| OB-INT-0107 | Prevent ATM card skimming at Bali ATMs | Finance & Safety | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0108,Handle monkey bite and get rabies treatment,Health & Safety,EVIDENCE_STRONG,92,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,21,| OB-INT-0108 | Handle monkey bite and get rabies treatment | Health & Safety | EVIDENCE_STRONG | 92 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0109,Understand Indonesia drug laws and penalties,Legal & Safety,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,22,| OB-INT-0109 | Understand Indonesia drug laws and penalties | Legal & Safety | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0110,Identify fake taxi meters and scams,Transport & Safety,EVIDENCE_STRONG,85,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,23,| OB-INT-0110 | Identify fake taxi meters and scams | Transport & Safety | EVIDENCE_STRONG | 85 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0111,Recover from tropical hangover,Health & Wellness,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,24,| OB-INT-0111 | Recover from tropical hangover | Health & Wellness | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0112,Manage luggage across multiple locations,Logistics,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,25,| OB-INT-0112 | Manage luggage across multiple locations | Logistics | EVIDENCE_STRONG | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0113,Find local laundry services (not hotel),Logistics & Budget,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,26,| OB-INT-0113 | Find local laundry services (not hotel) | Logistics & Budget | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0114,Get Visa on Arrival (VoA) vs online eVisa,Logistics & Arrival,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,27,| OB-INT-0114 | Get Visa on Arrival (VoA) vs online eVisa | Logistics & Arrival | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0115,Register phone with Indonesian customs,Logistics & Arrival,EVIDENCE_MODERATE,75,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,28,| OB-INT-0115 | Register phone with Indonesian customs | Logistics & Arrival | EVIDENCE_MODERATE | 75 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0116,Avoid tap water and use bottled water safely,Health & Safety,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,29,| OB-INT-0116 | Avoid tap water and use bottled water safely | Health & Safety | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0117,Avoid raw vegetables and salads (food safety),Health & Safety,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,30,| OB-INT-0117 | Avoid raw vegetables and salads (food safety) | Health & Safety | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0118,Bargain at local markets (not tourist prices),Shopping & Culture,EVIDENCE_STRONG,85,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,31,| OB-INT-0118 | Bargain at local markets (not tourist prices) | Shopping & Culture | EVIDENCE_STRONG | 85 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0119,Find correct prices for Bali souvenirs,Shopping & Budget,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,32,| OB-INT-0119 | Find correct prices for Bali souvenirs | Shopping & Budget | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0120,Buy sunscreen locally (expensive) vs bring from home,Shopping & Budget,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,33,| OB-INT-0120 | Buy sunscreen locally (expensive) vs bring from home | Shopping & Budget | EVIDENCE_STRONG | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0121,Plan loosely and go with the flow,Mindset & Planning,EVIDENCE_STRONG,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,34,| OB-INT-0121 | Plan loosely and go with the flow | Mindset & Planning | EVIDENCE_STRONG | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0122,Manage first impression of Canggu (touristy),Expectations & Planning,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,35,| OB-INT-0122 | Manage first impression of Canggu (touristy) | Expectations & Planning | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0123,Use Bluebird taxi (safest option),Transport,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,36,| OB-INT-0123 | Use Bluebird taxi (safest option) | Transport | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0124,Choose between Grab and Gojek apps,Transport,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,37,| OB-INT-0124 | Choose between Grab and Gojek apps | Transport | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0125,Hire private driver for full-day tours,Transport,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,38,| OB-INT-0125 | Hire private driver for full-day tours | Transport | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0126,Understand Gojek bike safety (no helmet for passenger),Transport & Safety,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,39,| OB-INT-0126 | Understand Gojek bike safety (no helmet for passenger) | Transport & Safety | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0127,Respect Balinese religious customs,Culture & Respect,EVIDENCE_STRONG,85,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,40,| OB-INT-0127 | Respect Balinese religious customs | Culture & Respect | EVIDENCE_STRONG | 85 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0128,"Say no politely to street vendors (""tidak mau"")",Culture & Social,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,41,"| OB-INT-0128 | Say no politely to street vendors (""tidak mau"") | Culture & Social | EVIDENCE_STRONG | 80 |",OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0129,Avoid close-up photos of people without permission,Culture & Respect,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,42,| OB-INT-0129 | Avoid close-up photos of people without permission | Culture & Respect | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
