canonical_intent_id,canonical_name,user_job_statement,domain,source_record_ids,aliases,child_scenarios,allowed_modifiers,required_venue_capabilities,required_data_fields,publication_risk,demand_evidence_status,answer_evidence_requirement,internal_support_status,recommended_surfaces,single_job_candidate,data_readiness,lifecycle_status,auto_decision_reason,created_at,generator,source_version
OB-CAN-0044,Post-surf smoothie / brunch spot near the break,"As a traveller in Bali, I want to post-surf smoothie / brunch spot near the break.",Surfing,OB-INT-0062,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,READY_WITH_LIMITED_DISTRICTS,ACTIVE,"live snapshot: brunch_after_surf READY in 4 district(s) [canggu|seminyak|ubud|uluwatu-bukit], 76 published venues",2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0045,See major Bali waterfalls in a single day trip,"As a traveller in Bali, I want to see major Bali waterfalls in a single day trip.",Waterfalls and nature,OB-INT-0063;OB-INT-0064,Do a day trip to Munduk waterfalls from Ubud,OB-INT-0064,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0046,Understand temple dress code before visit,"As a traveller in Bali, I want to understand temple dress code before visit.",Temples and culture,OB-INT-0065;OB-INT-0130,"Understand temple dress code (sarongs, cover-up)",OB-INT-0130,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0047,Watch Kecak fire dance at Uluwatu Temple,"As a traveller in Bali, I want to watch Kecak fire dance at Uluwatu Temple.",Temples and culture,OB-INT-0066,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key district-intent-spoke); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0048,Take an authentic Balinese cooking class,"As a traveller in Bali, I want to take an authentic Balinese cooking class.",Temples and culture,OB-INT-0067,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0049,Do a day trip to Nusa Penida from mainland,"As a traveller in Bali, I want to do a day trip to Nusa Penida from mainland.",Day trips,OB-INT-0068,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0050,Go snorkelling / diving in Amed or Nusa Lembongan,"As a traveller in Bali, I want to go snorkelling / diving in Amed or Nusa Lembongan.",Day trips,OB-INT-0069,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key active-day); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0051,Do a one-day Ubud loop (rice terrace + waterfall + temple),"As a traveller in Bali, I want to do a one-day Ubud loop (rice terrace + waterfall + temple).",Day trips,OB-INT-0070,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key district-intent-spoke); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0052,Pick luxury honeymoon villa with private pool,"As a traveller in Bali, I want to pick luxury honeymoon villa with private pool.",Luxury,OB-INT-0071,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key worth-the-splurge); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0053,Book Locavore NXT / Apéritif tasting-menu experience,"As a traveller in Bali, I want to book Locavore NXT / Apéritif tasting-menu experience.",Luxury,OB-INT-0072,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key worth-the-splurge); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0054,Travel Bali on a tight daily budget,"As a traveller in Bali, I want to travel Bali on a tight daily budget.",Budget travel,OB-INT-0073,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key cheap-and-brilliant); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0055,Find warungs where locals actually eat (cheap authentic),"As a traveller in Bali, I want to find warungs where locals actually eat (cheap authentic).",Budget travel,OB-INT-0074,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,READY,ACTIVE,"live snapshot: local_food_calm READY in 8 districts, 62 published venues",2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0056,Find vegan restaurants in Ubud,"As a traveller in Bali, I want to find vegan restaurants in Ubud.",Vegan and vegetarian,OB-INT-0075;OB-INT-0076;OB-INT-0077,"Find vegetarian options at local warungs;Find vegan / vegetarian spots outside Ubud (Canggu, Uluwatu, Seminyak)",OB-INT-0076;OB-INT-0077,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key vegetarian-and-plant-based); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0057,Find açaí / smoothie bowls in Bali,"As a traveller in Bali, I want to find açaí / smoothie bowls in Bali.",Healthy food,OB-INT-0078,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key desserts); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0058,Find gluten-free / celiac-safe restaurants,"As a traveller in Bali, I want to find gluten-free / celiac-safe restaurants.",Dietary restrictions,OB-INT-0079,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0059,Find halal restaurants for Muslim travellers,"As a traveller in Bali, I want to find halal restaurants for Muslim travellers.",Dietary restrictions,OB-INT-0080,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0060,Find wheelchair-accessible places in Bali (limited),"As a traveller in Bali, I want to find wheelchair-accessible places in Bali (limited).",Accessibility,OB-INT-0081,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0061,"Travel with elderly parents in Sanur (walkable, flat)","As a traveller in Bali, I want to travel with elderly parents in Sanur (walkable, flat).",Accessibility,OB-INT-0082,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key district-intent-spoke); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0062,Get around Bali without renting a scooter,"As a traveller in Bali, I want to get around Bali without renting a scooter.",Transport and no-scooter,OB-INT-0083,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0063,Understand where Grab/Gojek can and can't pick up (Ubud),"As a traveller in Bali, I want to understand where Grab/Gojek can and can't pick up (Ubud).",Transport and no-scooter,OB-INT-0084,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key district-intent-spoke); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0064,Hire a private driver for a full-day tour,"As a traveller in Bali, I want to hire a private driver for a full-day tour.",Transport and no-scooter,OB-INT-0085;OB-INT-0125,Hire private driver for full-day tours,OB-INT-0125,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0065,Bring a dog / find pet-friendly cafes,"As a traveller in Bali, I want to bring a dog / find pet-friendly cafes.",Pet-friendly,OB-INT-0086,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0066,Understand safety as a solo female / at ATMs,"As a traveller in Bali, I want to understand safety as a solo female / at ATMs.",Safety,OB-INT-0087,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0067,Withdraw cash safely (avoid ATM skimming),"As a traveller in Bali, I want to withdraw cash safely (avoid ATM skimming).",Safety,OB-INT-0088;OB-INT-0107,Prevent ATM card skimming at Bali ATMs,OB-INT-0107,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0068,Find medical clinic / hospital in emergency,"As a traveller in Bali, I want to find medical clinic / hospital in emergency.",Safety,OB-INT-0089,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0069,Book a restaurant tonight last-minute,"As a traveller in Bali, I want to book a restaurant tonight last-minute.",Last-minute decisions,OB-INT-0090,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key today); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0070,Find something to do right now (no plan),"As a traveller in Bali, I want to find something to do right now (no plan).",Last-minute decisions,OB-INT-0091,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key today); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0071,Choose which town to explore first upon landing,"As a traveller in Bali, I want to choose which town to explore first upon landing.",Near-airport / arrival,OB-INT-0092,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key place-discovery); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0072,Fit an activity into a 3-hour time window,"As a traveller in Bali, I want to fit an activity into a 3-hour time window.",Short time windows,OB-INT-0094,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0073,Plan an efficient 7-day first-time Bali itinerary,"As a traveller in Bali, I want to plan an efficient 7-day first-time Bali itinerary.",First-time visitors,OB-INT-0095,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key first-time); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0074,Find offbeat / non-touristy places as a returning visitor,"As a traveller in Bali, I want to find offbeat / non-touristy places as a returning visitor.",Returning visitors,OB-INT-0096,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0075,Do something in Bali as a pregnant traveller,"As a traveller in Bali, I want to do something in Bali as a pregnant traveller.",Wellness / special condition,OB-INT-0097,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0076,Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak),"As a traveller in Bali, I want to choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak).",First-time visitors,OB-INT-0100,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key area-base-fit); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0077,Protect skin from intense tropical sun (15-minute burn),"As a traveller in Bali, I want to protect skin from intense tropical sun (15-minute burn).",Health & Safety,OB-INT-0101,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0078,Understand and avoid rip currents at Bali beaches,"As a traveller in Bali, I want to understand and avoid rip currents at Bali beaches.",Health & Safety,OB-INT-0102;OB-INT-0173,Learn rip current escape technique,OB-INT-0173,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0079,Decide whether to rent a motorbike or use apps,"As a traveller in Bali, I want to decide whether to rent a motorbike or use apps.",Transport & Safety,OB-INT-0103,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0080,Recover from motorbike accident injuries,"As a traveller in Bali, I want to recover from motorbike accident injuries.",Health & Safety,OB-INT-0104,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0081,Prevent jewelry theft while on Gojek/Grab bike,"As a traveller in Bali, I want to prevent jewelry theft while on Gojek/Grab bike.",Safety,OB-INT-0105;OB-INT-0170,Protect belongings from snatching on Gojek,OB-INT-0170,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0082,Avoid bank card being blocked during travel,"As a traveller in Bali, I want to avoid bank card being blocked during travel.",Finance & Logistics,OB-INT-0106,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
