item_id,venue_id,venue_name,item_name,description,price,price_raw,currency,source
1e9014296e0b4001-i25,1e9014296e0b4001,Savaya,RAMPA,NYE WEEK (PRE-REG),,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i26,1e9014296e0b4001,Savaya,"CARL COX, NIC FANCIULLI & PROSPA",NYE,,SOLD OUT,IDR,https://www.savaya.com/
e8363334c739dece-i0,e8363334c739dece,Single Fin,Strawberry Daiquiri,,,,IDR,https://www.musicinparadise.com.au/journal/single-fin-only-good-vibes/
e8363334c739dece-i1,e8363334c739dece,Single Fin,Bintang,,,,IDR,https://www.musicinparadise.com.au/journal/single-fin-only-good-vibes/
e8363334c739dece-i2,e8363334c739dece,Single Fin,Mojito,,,,IDR,https://www.musicinparadise.com.au/journal/single-fin-only-good-vibes/
e8363334c739dece-i3,e8363334c739dece,Single Fin,Nalu Bowl with Acai Berries,A great choice for breakfast to early dinner,,,IDR,https://www.musicinparadise.com.au/journal/single-fin-only-good-vibes/
65e3ff27db239052-i0,65e3ff27db239052,Utopia Cave Club,Deck Sofa,Capacity: 5 pax,,,IDR,https://lunabeachclubbali.com/experience/utopia-cave-club/
65e3ff27db239052-i1,65e3ff27db239052,Utopia Cave Club,Booth,Capacity: 4 pax,,,IDR,https://lunabeachclubbali.com/experience/utopia-cave-club/
65e3ff27db239052-i2,65e3ff27db239052,Utopia Cave Club,High Table,Capacity: 2 pax,,,IDR,https://lunabeachclubbali.com/experience/utopia-cave-club/
8d3a38657806e2b6-i0,8d3a38657806e2b6,Cretya Ubud,First Drink Charge Cretya,Enjoy Access to Cretya Ubud Day Club with a Refreshing First Drink while Relaxing by the Iconic Infinity Pool.,220000,"IDR 220,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
8d3a38657806e2b6-i1,8d3a38657806e2b6,Cretya Ubud,Hammock,Float above the stunning Tegallalang rice terraces and enjoy one of Cretya’s most scenic spots.,2000000,"IDR 2,000,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
8d3a38657806e2b6-i2,8d3a38657806e2b6,Cretya Ubud,Terrace Cabana,Relax in comfort from a terrace cabana setting with tropical surroundings.,2000000,"IDR 2,000,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
8d3a38657806e2b6-i3,8d3a38657806e2b6,Cretya Ubud,Terrace Bed,Relax in comfort from a terrace bed setting with tropical surroundings.,2000000,"IDR 2,000,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
8d3a38657806e2b6-i4,8d3a38657806e2b6,Cretya Ubud,Lantana,Gather in an exclusive circular seating area surrounded by water.,3500000,"IDR 3,500,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
8d3a38657806e2b6-i5,8d3a38657806e2b6,Cretya Ubud,Daybed,Recharge In A Spacious Daybed At The Heart Of Cretya's Vibrant Pool Scene.,3500000,"IDR 3,500,000",IDR,https://alasharum.com/en/cretya-ubud/day-clubs
df0cd6beb0cb8af4-i0,df0cd6beb0cb8af4,SHISHA GARDEN LOUNGE UBUD,Shisha Flavors,A wide selection of flavors from light fruity blends to rich dessert and spicy mixes.,,,IDR,https://mamulounge.com/
ab45d2d5401e4e26-i0,ab45d2d5401e4e26,Canna Bali Beach Club,Canna Lite Credit Package,"Enjoy access to a general seating area with IDR 150,000 worth of food and beverage credit.",150000,"IDR 150,000",IDR,https://www.waug.com/en/activities/142799
ab45d2d5401e4e26-i1,ab45d2d5401e4e26,Canna Bali Beach Club,Canna Chill Set Package,"Includes welcome drink, chicken wings, and pool access with a 15-minute canoe experience.",,FREE with promotion,IDR,https://www.waug.com/en/activities/142799
ab45d2d5401e4e26-i2,ab45d2d5401e4e26,Canna Bali Beach Club,Daybed Chill Package,"Private daybed for up to 3 people with IDR 350,000 food and beverage credit.",350000,"IDR 350,000",IDR,https://www.waug.com/en/activities/142799
ab45d2d5401e4e26-i3,ab45d2d5401e4e26,Canna Bali Beach Club,Canna Relax & Beach Escape + 60-Min Massage,Private daybed for 2 with 2 massages included and food credits.,200000,"IDR 200,000",IDR,https://www.waug.com/en/activities/142799
74a0ab2f6b4117a9-i0,74a0ab2f6b4117a9,CUBE Lounge,Standard Tombacco White & Black,,200000,200.000,IDR,https://cubebali.id/lounge.html
74a0ab2f6b4117a9-i1,74a0ab2f6b4117a9,CUBE Lounge,Premium Darkside,,290000,290.000,IDR,https://cubebali.id/lounge.html
74a0ab2f6b4117a9-i2,74a0ab2f6b4117a9,CUBE Lounge,Premium special price with extras,"Standard price with options for ice flask, fresh mint, or extra strong mix.",170000,170.000,IDR,https://cubebali.id/lounge.html
