venue_id,name,normalized_name,primary_category,island,area,discovery_areas,address,latitude,longitude,location_source,phone,whatsapp,email,website,instagram,opening_hours,home_service,facilities,online_booking_available,booking_url,booking_provider,whatsapp_booking,service_count,priced_service_count,duration_service_count,primary_source_url,evidence_count,date_crawled,last_verified,status,confidence_score,marketplace_readiness,missing_fields,duplicates_merged,needs_manual_review,publish_ready,booking_ready,service_data_ready,price_data_ready,merchant_opportunity
obs-1ddefe38cd,Kayumanis Spa Nusa Dua,kayumanis spa nusa dua,wellness_spa,Bali,Nusa Dua,Nusa Dua,"BTDC Area Nusa Dua, P.O. Box 777 Nusa Dua Bali 80363 Indonesia",,,page_text,6285162908592,,reservationnusadua@kayumanis.com,https://kayumanisspanusadua.com,,Daily at 9 AM – 9 PM,true,,true,https://www.fresha.com/a/kayumanis-retreat-spa-bali-itdc-area-benoa-badung-regency-jalan-nusa-dua-bhmsz6cz/booking?pId=182820,fresha,,20,17,18,http://kayumanisspanusadua.com/menus,5,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,1,,true,true,true,true,
obs-5e189ae814,Royal Orchid Spa,royal orchid spa,spa,Bali,Nusa Dua,Nusa Dua,,,,,,,,https://royalorchidspa.com,,Daily 10:00 AM - 9:00 PM,true,,true,https://royalorchidspa.com/booking-form/,website_form,,25,25,25,https://royalorchidspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,80,85,"address,phone",0,,true,true,true,true,
obs-57e9e3d81d,Rosehill Spa,rosehill spa,day_spa,Bali,Nusa Dua,Nusa Dua,"Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali, Indonesia",,,page_text,6282237442111,0202020202020,,https://rosehillspa.com,,"Open Time: 11:00 AM, Last Order Time: 9:30 PM, Open all year round except Nyepi Day.",true,"couples_room,private_room,shower,parking",true,https://www.rosehillspa.com/#home_anchor_discount,website_form,true,2,2,2,https://www.rosehillspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-7ad8ea9215,The Bale Nusa Dua,the bale nusa dua,resort_spa,Bali,Nusa Dua,Nusa Dua,,,,,,,,https://lifestyleretreats.com,,,,,,,unknown,,0,0,0,https://lifestyleretreats.com/the-bale-nusa-dua/the-spa-reservation/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,20,0,"address,phone,opening_hours,booking_url,services,prices",0,true,true,,,,
obs-c779ee49d2,Spa at The Ayodya,spa at the ayodya,day_spa,Bali,Nusa Dua,Nusa Dua,,,,,6281239072903,2812390729030,,https://ayodyaresortbali.com,,9 am - 11 pm,,,true,https://api.whatsapp.com/send/?phone=6281239072903&text&type=phone_number&app_absent=0,whatsapp,true,0,0,0,https://ayodyaresortbali.com/spa,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,65,40,"address,services,prices",0,true,true,,,,
obs-91e2f6a245,Zahra Luxury Spa,zahra luxury spa,spa,Bali,Not Provided,Nusa Dua,Not Provided,,,page_text,,,Not Provided,https://zahraluxuryspa.com,Not Provided,Not Provided,,,true,Not Provided,unknown,true,38,30,30,https://zahraluxuryspa.com/treatments,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,80,80,,0,,true,true,true,true,
obs-6a1684de5c,myBALIhealing,mybalihealing,day_spa,Bali,Nusa Dua,Nusa Dua,Bali Collection Nusa Dua,,,page_text,,,,https://mybalihealing.com,,Daily 9:00 AM - 10:00 PM,,private_room,true,https://wa.link/c3mfu6,whatsapp,true,10,0,2,https://mybalihealing.com/spa-treatments-nusa-dua,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,70,"phone,prices",0,,true,,true,,
obs-90136b15f5,Karma Spa Therapy,karma spa therapy,day_spa,Bali,Nusa Dua,Nusa Dua,"main gate, Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363",,,page_text,6281999419179,6281999419179,info@karmaspatherapy.com,https://karmaspatherapy.com,,Daily 9:00 am - 8:00 pm,,,true,https://wa.me/6281999419179,whatsapp,true,7,6,6,https://karmaspatherapy.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-0d361c688e,MIM SPA,mim spa,wellness_spa,Bali,Sitges,Benoa,"Avenida Sofía, 12 08870 Sitges, Barcelona, Spain",,,page_text,34938113500,34638443033,mimsitges.spa@melia.com,https://melia.com,,,,"dry sauna,steam bath,leisure pool,saltwater pool,cold plunge pool,heated stone loungers",true,https://na.spatime.com/mpcbc2/home,unknown,true,26,0,10,https://dam.melia.com/melia/file/7Au2WmQgzALqfbfQkGZc.pdf,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,75,65,"opening_hours,prices",0,,true,,true,,
obs-4dbbdecde6,Wellness Spa at The Sakala Resort Bali,wellness spa at the sakala resort bali,wellness_spa,Bali,Nusa Dua,Benoa,"Nusa Dua, Bali",,,page_text,,,,https://sakalaresortbali.com,,Monday to Sunday 9:00 am to 9:00 pm (last treatment at 8:00 pm),,"private_room,couples_room",true,https://www.sakalaresortbali.com/wellness-spa/,website_form,,3,0,1,https://www.sakalaresortbali.com/facility/wellness-spa/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,70,"phone,prices",0,,true,,true,,
obs-ceeae0164d,Ijen Spa,ijen spa,day_spa,Bali,Benoa,Benoa,,,,,,,,https://ijenspa.com,,,,,true,https://ijenspa.com/book,website_form,,19,19,19,https://ijenspa.com/treatments,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-354191e2f9,The U Spa by Bali Relaxing Resort,the u spa by bali relaxing resort,spa,Bali,Tanjung Benoa,Benoa,"Jl. Pratama No.62, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",,,page_text,62361778333,628113952200,brr@balirelaxing.com,https://balirelaxing.com,,,,"beachfront,restaurant,lounge_bar,meeting_room,spa",true,https://rajaprana.com/spa/the-u-spa-by-bali-relaxing-resort,unknown,true,14,13,13,https://www.balirelaxing.com/spa.php,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,85,85,opening_hours,0,,true,true,true,true,
obs-6e0f2615dd,Calma Spa Jimbaran,calma spa jimbaran,day_spa,Bali,Jimbaran,Jimbaran,,,,,,,,https://calmaspabali.com,,,,,true,https://calmaspabali.com/reservation/,website_form,,33,33,33,https://calmaspabali.com/services-3,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-b3de7aba9a,The Westin San Diego Gaslamp Quarter,the westin san diego gaslamp quarter,day_spa,Bali,San Diego,Jimbaran,"910 Broadway Circle, San Diego, California, USA 92101",,,page_text,6192392200,,,https://marriott.com,,Daily 8:00AM - 5:00PM,true,"couples_room,private_room,shower,steam_room,pool",true,https://wa.link/956xzc,unknown,true,23,0,13,https://www.marriott.com/content/dam/marriott-digital/wi/us-canada/hws/s/sanwi/en_us/document/assets/wi-sanwi-spa-menu-massage-20279.pdf,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,70,prices,0,,true,,true,,
obs-bd1ea7ce18,Swara Spa,swara spa,day_spa,Bali,"Pererenan, Canggu",Jimbaran,,,,,,,,https://swarnaspa.com,https://www.instagram.com/ancora_themes/,,,"pool,infrared_sauna,steam_room,cold_plunge,hot_tub,recovery_lounge",true,https://swarnaspa.com/online-booking/,unknown,,13,0,0,https://swarnaspa.com/cpt_services_group-sitemap.xml,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,35,"address,phone,opening_hours,prices",0,,true,,true,,
obs-d02823cf64,Avisha Wellness & Spa Bali,avisha wellness spa bali,day_spa,Bali,Jimbaran,Jimbaran,"Jl. Rumah Sakit Unud No.77, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",,,page_text,410244567070,6281277333188,booking@avishaspabali.com,https://avishaspabali.com,https://www.instagram.com/avishaspa.bali/,Daily 9am-10pm,true,shower,true,https://avishaspa.zenoti.com/webstoreNew/services,zenoti,true,22,2,21,https://avishaspabali.com/,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-409b87b685,Bamboo Spa,bamboo spa,wellness_spa,Bali,Jimbaran,Jimbaran,"Jimbaran, Bali, Indonesia",,,page_text,,,,https://bamboospabali.com,,Daily 10:00 AM - 7:00 PM,,"private_room,couples_room,steam_room,relaxation_lounge",true,https://www.bamboospabali.com/email-booking/index.php,website_form,true,17,17,17,https://www.bamboospabali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,phone,0,,true,true,true,true,
obs-e7f43a3703,De WAVE Family Massage & Beauty Salon,de wave family massage beauty salon,beauty_salon,Bali,Palangka Raya,Jimbaran,"Ruko Blok A Nomor 4-5 Pertokoan Uluwatu Square, Jalan Raya Uluwatu, Jimbaran, Kuta Selatan, Badung, Bali 80361",,,page_text,6285186687777,6285186687777,,https://dewave.id,https://www.instagram.com/dewave.jimbaran/,Daily 9am-9pm,,jacuzzi,true,https://wa.me/c/6285186687777,unknown,true,5,5,5,https://www.dewave.id/post/de-wave-family-massage-beauty-salon-akan-hadir-di-palangka-raya-dengan-treatment-lebih-lengkap,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,,0,,true,true,true,true,
obs-83c0ba77ba,The Spa,the spa,day_spa,Bali,Uluwatu,Uluwatu,,,,,,,,https://theedgebali.com,,Open from 9am-8pm,,,true,https://theedgespa.simplybook.asia/v2/#book,website_form,,30,0,30,https://theedgebali.com/the-spa/,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,70,65,"address,phone,prices",0,,true,,true,,
obs-e4a2e88d5d,Spa Uluwatu,spa uluwatu,wellness_spa,Bali,Jimbaran,Uluwatu,"InterContinental Bali Resort, Jimbaran",,,page_text,,,,https://bali.intercontinental.com,,09.00 – 21.00,,"private_room,sauna,steam_room,jacuzzi",true,https://bali.intercontinental.com/id/special-offers,website_form,,3,0,0,https://bali.intercontinental.com/id/wellness-spa,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,55,"phone,prices",0,,true,,true,,
obs-70e52b7f45,Anantara Spa,anantara spa,day_spa,Bali,Uluwatu,Uluwatu,"Jl. Pemutih, Labuan Sait, Uluwatu 80361 – Bali, Indonesia",,,page_text,623618957555,,spa.uluwatu@anantara.com,https://anantara.com,,Daily 09:00 am – 09:00 pm,,"couples_room,private_room,steam_room,sauna,hair and nail salon",true,https://www.anantara.com/en/uluwatu-bali/spa#,unknown,,11,11,9,https://www.anantara.com/uploads/minor/anantara/documents/anantara-uluwatu-bali-resort/spa/spa-menu--price-list-2022.pdf,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,,0,,true,true,true,true,
obs-df564391b2,Professional Massage Uluwatu,professional massage uluwatu,wellness_spa,Bali,Uluwatu,Uluwatu,,,,,,,,https://massageuluwatu.id,,Daily 9:00 AM - 10:00 PM,true,"couples_room,private_room",true,Book Your Massage Now,unknown,true,12,12,6,https://massageuluwatu.id/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,70,75,"address,phone",0,,true,true,true,true,
obs-a0d0ddbbb2,Our Spa & Boutique Bali,our spa boutique bali,day_spa,Bali,Bali,Uluwatu,"Jalan Labuansait, Uluwatu, Bali",,,page_text,6281353542803,6281353542803,,https://oursspabali.com,https://www.instagram.com/ourspabali/,,,,true,https://oursspabali.com/,website_form,true,32,0,0,https://oursspabali.com/spa-treatments,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,85,60,"opening_hours,prices",0,,true,,true,,
obs-cb93c765f2,The Istana Spa,the istana spa,day_spa,Bali,Uluwatu,Uluwatu,,,,,,,,https://theistana.com,,Daily 7:00am - 12:00am,,"couples_room,private_room,shower,sauna,steam_room,pool,jacuzzi",true,https://theistana.com/booking/,custom,,8,7,7,https://theistana.com/facilities/spa/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,80,85,"address,phone",0,,true,true,true,true,
obs-29a9550a4c,Win Bali Spa,win bali spa,spa,Bali,Uluwatu,Uluwatu,"WinBali Spa, Uluwatu",,,page_text,,,,https://winbalispa.com,,,,,,,unknown,,20,20,17,https://winbalispa.com/spa-treatments,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,60,"phone,opening_hours,booking_url",0,,true,,true,true,true
obs-c8893cf542,Zahra Spa Uluwatu,zahra spa uluwatu,spa,Bali,Uluwatu,Uluwatu,,,,,,,,https://zahraspauluwatu.com,,,,,true,https://contact.zahraspauluwatu.com/,unknown,,22,22,21,https://zahraspauluwatu.com/treatments/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,65,70,"address,phone,opening_hours",0,,true,true,true,true,
obs-4dc8632726,ATMOS BodyLab,atmos bodylab,wellness_spa,Bali,Uluwatu,Pecatu,"Jl. Labuansait Jl. Pantai Cemongkak, Pecatu Kabupaten Badung Bali 80361 Indonesia",,,page_text,6281139415001,6281139415001,bali@atmos-steam.com,https://atmos-steam.com,https://www.instagram.com/atmos_bali,09:00 - 23:00,,steam_room,true,https://wa.me/6281139415001,whatsapp,true,8,4,4,https://atmos-steam.com/bali/bodylab,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-d4d85a4c44,Laniakea,laniakea,spa,Bali,Pecatu,Pecatu,,,,,6287861492008,,,https://laniakeaspabali.com,https://www.instagram.com/laniakeaspabali,"Monday 10:00 AM - 10:00 PM, Tuesday 10:00 AM - 10:00 PM, Wednesday 10:00 AM - 10:00 PM, Friday 10:00 AM - 10:00 PM, Saturday 10:00 AM - 10:00 PM, Sunday 10:00 AM - 10:00 PM",,shower,true,https://www.fresha.com/providers/laniakea-spa-jq70yyj4?pId=468763,fresha,,0,0,0,https://www.laniakeaspabali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,65,40,"address,services,prices",0,true,true,,,,
obs-1810e793b9,Sean Spa Bali,sean spa bali,spa,Bali,"Ungasan, Jimbaran, Balangan",Ungasan,"Jl. Pura Batu Pageh No.24 Ungasan, South Kuta - Bali",,,page_text,,,,https://seanspabali.com,https://www.instagram.com/seanspabali?igsh=MWY5N3FsY2puZmJueQ%3D%3D&utm_source=qr,Open Daily 10:00 - 22:00,true,,true,https://www.seanspabali.com/booking-ungasan,website_form,true,8,0,0,https://www.seanspabali.com/,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,55,"phone,prices",0,,true,,true,,
obs-5e0c074beb,OAZA Uluwatu,oaza uluwatu,day_spa,Bali,"South Kuta, Bali",Ungasan,"Raya Uluwatu 88x, Ungasan",,,page_text,6281139404241,2020202053205,hello@oazabali.com,https://oazabali.com,,Daily: 10:00 AM to 11:00 PM,true,,true,http://rentetan.nextdigital.co.id/socom?bid=b7635d3dc13a5df3833ff568c9447d9bb4fff4d9789c61c4f8da663d36b6e07e,whatsapp,true,11,11,8,https://oazabali.com/uluwatu/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-983218dc3a,Wapa di Ume Sidemen,wapa di ume sidemen,wellness_spa,Bali,Sidemen,Sidemen,,,,,,,,https://wapadiumesidemen.com,,8 a.m – 8 p.m,,,true,https://kaphaspa.com/book-appointment/,website_form,,4,0,0,https://wapadiumesidemen.com/wellness,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,70,50,"address,phone,prices",0,,true,,true,,
obs-4c1e3815ff,Anandinii,anandinii,massage,Bali,Sidemen,Sidemen,,,,,,,,https://anandinii.com,,,,,true,https://reserveonline.id/s/65E9723,unknown,,3,3,3,https://anandinii.com/balinese-massage/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,65,70,"address,phone,opening_hours",0,,true,true,true,true,
obs-55534b4885,Kims Massage Spa Phuket Thai Massage Wellness and Body Treatments,kims massage spa phuket thai massage wellness and body treatments,day_spa,Bali,Phuket,Sidemen,Kim's Massage & Spa 5 Phuket Old Town,,,page_text,,,Not provided,https://lokalee.app,Not provided,Not specified,,,true,https://www.lokalee.app/en/tours/kims-massage-spa-phuket-thai-massage-wellness-and-body-treatments,unknown,,11,0,11,https://www.lokalee.app/tours/kims-massage-spa-phuket-thai-massage-wellness-and-body-treatments,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,70,60,prices,0,,true,,true,,
obs-faccb5aadb,Pelangi Villa Sidemen,pelangi villa sidemen,wellness_spa,Bali,Karangasem Bali,Sidemen,,,,,6281319206868,,info@pelangivillassidemen.com,https://pelangivillassidemen.com,https://www.instagram.com/pelangivillas_sidemen/,,,,,,unknown,,8,8,5,https://pelangivillassidemen.com/experience/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,65,"address,opening_hours,booking_url",0,,true,true,true,true,true
obs-c99350c0ac,Riverside Spa at Ulaman,riverside spa at ulaman,day_spa,Bali,Ubud,Sidemen,,,,,,,,https://riversidespabyulaman.com,,Daily 9:00 - 21:00,,"couples_room,private_room,shower,sauna,steam_room,pool,jacuzzi",true,https://riversidebyulaman.reserveonline.id/book/706/activities,website_form,,40,31,30,https://riversidespabyulaman.com/treatments,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,80,85,"address,phone",0,,true,true,true,true,
obs-35ce5a2478,Lattranaya,lattranaya,wellness_spa,Bali,Sidemen Bali,Sidemen,"Jl. Raya Tebola, Sidemen, Karangasem 80864 Indonesia",,,page_text,6285829238676,,Lattranaya@gmail.com,https://lattranaya.com,,,true,,,,unknown,true,7,0,0,https://www.lattranaya.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,35,"opening_hours,booking_url,prices",0,,true,,true,,
obs-39639660f2,Spa Sidemen,spa sidemen,massage,Bali,"Sidemen, Bali",Sidemen,,,,,,6285934517308,,https://spasidemen.com,,,,,true,https://api.whatsapp.com/send?phone=6285934517308&text=Hello%20Spa%20Sidemen!%20I%27d%20like%20to%20book%20a%20Balinese%20Massage,whatsapp,true,3,3,3,https://www.spasidemen.com/2023/10/balinese-massage-traditional-healing.html,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,85,90,"address,phone,opening_hours",0,,true,true,true,true,
obs-25a38b68c6,Mountain Wellness Resort near Ubud,mountain wellness resort near ubud,wellness_spa,Bali,Ubud,Sidemen,Located near Ubud,,,page_text,,,info@BaliWellnessRetreat.com,https://baliwellnessretreat.com,,,,"couples_room,private_room,shower,gym,yoga_shalas,pool,parking",,,unknown,,7,0,0,https://www.baliwellnessretreat.com/retreat-venues/mountain-wellness-resort-bali-yoga,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,45,25,"phone,opening_hours,booking_url,prices",0,,true,,true,,
obs-c5446187b1,Blue Karma Village,blue karma village,wellness_spa,Bali,Umalas,Amed,"Umalas, Bali, Indonesia",,,page_text,6281246191682,6281917680460,rsv.beehouse@dijiwasanctuaries.com,https://dijiwasanctuaries.com,@bluekarmasecrets,Daily 7:30am-11:00pm,,"couples_room,private_room,swimming_pools",true,www.bluekarmasecrets.com,custom,true,9,0,3,https://offers.dijiwasanctuaries.com/wp-content/uploads/2025/03/Guest-Directory-compendium-BKV-2025.pdf,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,90,80,prices,0,,true,,true,,
obs-a5057ea531,Channa Spa,channa spa,spa,Bali,Amed,Amed,,,,,,,,https://thegriya.com,,9 am - 8 pm,,,true,https://us2.cloudbeds.com/en/reservation/uisTtn,website_form,,0,0,0,https://www.thegriya.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,55,30,"address,phone,services,prices",0,true,true,,,,
obs-437d7bec19,Blue Earth Village,blue earth village,day_spa,Bali,"Amed, Bali",Amed,,,,,,6285810975990,,https://blueearthvillage.com,https://www.instagram.com/blueearthvillage/,,,,,,unknown,true,5,0,0,https://www.blueearthvillage.com/therapies,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,45,30,"address,phone,opening_hours,booking_url,prices",0,,true,,true,,
obs-1f8f11eca1,Amed Roda Spa,amed roda spa,day_spa,Bali,Amed,Amed,"Amed, Karangasem Bali",,,page_text,628124613473,,amedrodaspa@gmail.com,https://amedrodaspa.com,,"Monday - Friday 10am - 09pm, Saturday - Sunday 09am - 10pm",,couples_room,true,https://wa.wizard.id/5c811a,whatsapp,true,24,24,24,https://amedrodaspa.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-5780d8027b,Akasha Amed Spa,akasha amed spa,day_spa,Bali,"Karangasem, Bali",Amed,"MJ7V+X39, Jl. I Ketut Natih, Purwakerti, Kec. Abang, Karangasem, Bali 80852",,,page_text,6287758186885,6287758186885,,https://akashaamed.lovable.app,,Daily 10am-9pm,,,true,https://wa.me/6287758186885,whatsapp,true,24,24,22,https://akashaamed.lovable.app/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-5e260e4d5c,Alala Amed Spa & Boutique,alala amed spa boutique,day_spa,Bali,"Amed, Karangasem",Amed,"Jl. I Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852",,,page_text,6287778180559,6287778180559,,https://alalaamedspaboutique.com,,,,,true,https://wa.me/6287778180559,whatsapp,true,18,18,18,https://www.alalaamedspaboutique.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,95,95,opening_hours,0,,true,true,true,true,
obs-2e991ef377,Hotel Uyah Amed & Spa Resort,hotel uyah amed spa resort,spa,Bali,Amed,Amed,"Jl. I Ketut Natih, Pantai Timur No. 801 Amed – Karangasem – Bali – Indonesia 80852",,,page_text,6236323462,,,https://hoteluyah.com,,Open daily (except Wednesday) from 11:00 – 19:00,,private_room,true,https://www.hoteluyah.com/en/,unknown,,32,32,16,https://www.hoteluyah.com/en/hotel-uyah-amed-bali/spa-massage-reflexology-therapies,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,,0,,true,true,true,true,
obs-36b22699be,Palm Garden Spa,palm garden spa,day_spa,Bali,Amed,Amed,,,,,,,,https://palmgardenamed.com,,,,"couples_room,private_room",true,https://www.palmgardenamed.com/SPA.html,website_form,,7,0,0,https://www.palmgardenamed.com/SPA.html,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,65,45,"address,phone,opening_hours,prices",0,,true,,true,,
obs-826ceeb11a,Candi Beach Resort & Spa,candi beach resort spa,wellness_spa,Bali,Candidasa,Candidasa,Candidasa,,,page_text,,,,https://candibeachbali.com,,Daily 10.00 am – 08.00 pm,,,true,https://oceanspa.candibeachbali.com/,unknown,,5,0,0,https://candibeachbali.com/spa,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,70,45,"phone,prices",0,,true,,true,,
obs-6afc3131c9,Karma Spa,karma spa,day_spa,Bali,Ungasan,Candidasa,"Jl. Villa Kandara, Banjar Wijaya Kusuma Ungasan, Bali 80362, Indonesia",,,page_text,6281138215287,,spareception@karmakandara.com,https://karmagroup.com,https://instagram.com/karmaspas,9.00am to 8.00pm,,"private_room,shower,sauna,pool,jacuzzi",true,https://karmagroup.com/karma-spa/karma-spa-karma-royal-candidasa/,unknown,,18,6,16,https://storage.karmagroup.com/assets/karmagroup.com/2024/07/K_Spa-Menu_20240531.pdf,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,,0,,true,true,true,true,
obs-5ecab9fac3,Aquaria's Inner Temple spa sanctuary,aquaria s inner temple spa sanctuary,day_spa,Bali,Candidasa,Candidasa,"Aquaria Eco Resort, Candi Dasa, Bali",,,page_text,,,,https://aquariabali.com,,,,,,,unknown,,55,50,46,http://www.aquariabali.com/spa.html,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,60,"phone,opening_hours,booking_url",0,,true,,true,true,true
obs-5f997114eb,Harmony Beauty and Spa Bali,harmony beauty and spa bali,day_spa,Bali,Candidasa,Candidasa,"Jalan Raya Candidasa, Nyuh Tebel, Manggis Karangasem Bali, Amlapura, Indonesia, Bali",,,page_text,6285956688701,6281936273904,komang.didix@yahoo.com,https://harmonybeautyandspabali.com,https://www.instagram.com/harmonbeautyandspa/,Monday to Sunday: 10:00 AM – 8:00 PM,true,,true,https://www.harmonybeautyandspabali.com/contact-us/,website_form,true,55,0,20,https://www.harmonybeautyandspabali.com/,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,90,80,prices,0,,true,,true,,
obs-17337802fd,Jaya Spa,jaya spa,day_spa,Bali,Candidasa,Candidasa,,,,,,,,https://puribaguscandidasa.com,,,,,true,https://puribaguscandidasa.reserveonline.id,website_form,,24,24,24,https://www.puribaguscandidasa.com/spa-wellness/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-4f79f27879,Nusa Indah Bungalows & Villa,nusa indah bungalows villa,spa,Bali,Manggis,Candidasa,"Jl. Pura Segara No. 8, Sengkidu, Manggis, Karangasem, Bali, Indonesia (80871)",,,page_text,6236341062,,info@nusaindahbali.com,https://nusaindahbali.com,,,,"pool,laundry_service",true,https://www.nusaindahbali.com/Booking.html,website_form,,11,0,5,https://www.nusaindahbali.com/SPA.html,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,85,75,"opening_hours,prices",0,,true,,true,,
obs-735bcfb227,Daura CandiDasa Spa,daura candidasa spa,spa,Bali,Candidasa,Candidasa,,,,,6287858885546,6287858885546,balispaaura@gmail.com,https://dauracandidasaspa.com,https://dauracandidasaspa.com/services/#,24 Hours Service,true,,,,unknown,true,32,0,27,https://dauracandidasaspa.com/services,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,50,50,"address,booking_url,prices",0,,true,,true,,
obs-453ee237e8,The Green Spa,the green spa,wellness_spa,Bali,Padangbai,Padangbai,Hidden in the atrium of our diving resort in Bali,,,page_text,,,,https://okdiversbali.com,,Daily 10.00 to 21.00,,,true,https://www.okdiversbali.com/booking/,website_form,,18,18,18,https://www.okdiversbali.com/resort-spa,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,phone,0,,true,true,true,true,
